,GRTS.Cell.ID,Quadrant,Night,LACI,LANO,MYCA,MYEV,MYLU,MYVO,MYYU,Year,Lat,Long,sset,srise,mrise,mset,GRTS_ID,Name,SiteName,Elevation,Habitat.Type,Feature.Sampled,Distance.to.Clutter..m.,Percent.Clutter,Water.Nearby,WaterDist,WaterType,Region,nightlen,observationtime,mtime,mtime2h,Nightly.Mean.Temp,Nightly.Min.Temp,Nightly.Max.Temp,Nightly.Mean.RH,Nightly.Min.RH,Nightly.Max.RH,Nightly.Precipitation,Nightly.Mean.Windsp,ddclim,WeatherSource,strm_dist,lake_dist,harv_dist,harv_year,road_dist,rnum,jNight,jNightM15,Habitat2,TLength,SpeciesGroup,SpeciesFullPool,SpeciesSingleton,SpeciesPartPool,Site_key
335,34338,Transects,2023-07-18,0,0,0,0,3,0,0,2023,59.46394,-139.59129,2023-07-18 22:15,2023-07-19 04:34,,2023-07-18T23:26:21,34338,Yakutat,,,,,,,,,,Alaska,0.263553241,0.305219907,0.049421296,0,13.35,12.3,14.9,92.375,85,97,1,1.152777778,103.9327306,Meteostat,,,,,,1771,199,64,,25.78700066,MYVO,0,0,0,34338
393,34338,Transects,2023-07-18,0,0,0,0,3,0,0,2023,59.46394,-139.59129,2023-07-18 22:15,2023-07-19 04:34,,2023-07-18T23:26:21,34338,Yakutat,,,,,,,,,,Alaska,0.263553241,0.305219907,0.049421296,0,13.35,12.3,14.9,92.375,85,97,1,1.152777778,103.9327306,Meteostat,,,,,,1771,199,64,,25.78700066,MYYU,0,0,0,34338
54,47310,Transects,2024-06-15,0,1,1,0,3,1,0,2024,55.48978,-131.59868,2024-06-15 21:31,2024-06-16 04:03,,2024-06-16T01:27:55,47310,Ketchikan,,,,,,,,,,Alaska,0.272141204,0.31380787,0.164375,0.081041667,9.671428571,8.6,11.5,93.28571429,88,96,0,2.400793651,65.8882624,Meteostat,,,,,,2118,167,32,,47.06299973,LACI,0,0,0,47310
112,47310,Transects,2024-06-15,0,1,1,0,3,1,0,2024,55.48978,-131.59868,2024-06-15 21:31,2024-06-16 04:03,,2024-06-16T01:27:55,47310,Ketchikan,,,,,,,,,,Alaska,0.272141204,0.31380787,0.164375,0.081041667,9.671428571,8.6,11.5,93.28571429,88,96,0,2.400793651,65.8882624,Meteostat,,,,,,2118,167,32,,47.06299973,LANO,1,1,1,47310
170,47310,Transects,2024-06-15,0,1,1,0,3,1,0,2024,55.48978,-131.59868,2024-06-15 21:31,2024-06-16 04:03,,2024-06-16T01:27:55,47310,Ketchikan,,,,,,,,,,Alaska,0.272141204,0.31380787,0.164375,0.081041667,9.671428571,8.6,11.5,93.28571429,88,96,0,2.400793651,65.8882624,Meteostat,,,,,,2118,167,32,,47.06299973,MYCA,1,1,1,47310
228,47310,Transects,2024-06-15,0,1,1,0,3,1,0,2024,55.48978,-131.59868,2024-06-15 21:31,2024-06-16 04:03,,2024-06-16T01:27:55,47310,Ketchikan,,,,,,,,,,Alaska,0.272141204,0.31380787,0.164375,0.081041667,9.671428571,8.6,11.5,93.28571429,88,96,0,2.400793651,65.8882624,Meteostat,,,,,,2118,167,32,,47.06299973,MYEV,0,0,0,47310
286,47310,Transects,2024-06-15,0,1,1,0,3,1,0,2024,55.48978,-131.59868,2024-06-15 21:31,2024-06-16 04:03,,2024-06-16T01:27:55,47310,Ketchikan,,,,,,,,,,Alaska,0.272141204,0.31380787,0.164375,0.081041667,9.671428571,8.6,11.5,93.28571429,88,96,0,2.400793651,65.8882624,Meteostat,,,,,,2118,167,32,,47.06299973,MYLU,3,3,3,47310
344,47310,Transects,2024-06-15,0,1,1,0,3,1,0,2024,55.48978,-131.59868,2024-06-15 21:31,2024-06-16 04:03,,2024-06-16T01:27:55,47310,Ketchikan,,,,,,,,,,Alaska,0.272141204,0.31380787,0.164375,0.081041667,9.671428571,8.6,11.5,93.28571429,88,96,0,2.400793651,65.8882624,Meteostat,,,,,,2118,167,32,,47.06299973,MYVO,1,1,1,47310
402,47310,Transects,2024-06-15,0,1,1,0,3,1,0,2024,55.48978,-131.59868,2024-06-15 21:31,2024-06-16 04:03,,2024-06-16T01:27:55,47310,Ketchikan,,,,,,,,,,Alaska,0.272141204,0.31380787,0.164375,0.081041667,9.671428571,8.6,11.5,93.28571429,88,96,0,2.400793651,65.8882624,Meteostat,,,,,,2118,167,32,,47.06299973,MYYU,0,0,0,47310
55,47310,Transects,2024-06-17,0,2,1,1,0,2,0,2024,55.48978,-131.59868,2024-06-17 21:32,2024-06-18 04:03,,2024-06-18T01:42:53,47310,Ketchikan,,,,,,,,,,Alaska,0.271539352,0.313206019,0.174155093,0.090821759,9.985714286,8.6,12.3,92.14285714,85,96,0,2.714285714,70.72649193,Meteostat,,,,,,2119,169,34,,47.06299973,LACI,0,0,0,47310
113,47310,Transects,2024-06-17,0,2,1,1,0,2,0,2024,55.48978,-131.59868,2024-06-17 21:32,2024-06-18 04:03,,2024-06-18T01:42:53,47310,Ketchikan,,,,,,,,,,Alaska,0.271539352,0.313206019,0.174155093,0.090821759,9.985714286,8.6,12.3,92.14285714,85,96,0,2.714285714,70.72649193,Meteostat,,,,,,2119,169,34,,47.06299973,LANO,2,2,2,47310
171,47310,Transects,2024-06-17,0,2,1,1,0,2,0,2024,55.48978,-131.59868,2024-06-17 21:32,2024-06-18 04:03,,2024-06-18T01:42:53,47310,Ketchikan,,,,,,,,,,Alaska,0.271539352,0.313206019,0.174155093,0.090821759,9.985714286,8.6,12.3,92.14285714,85,96,0,2.714285714,70.72649193,Meteostat,,,,,,2119,169,34,,47.06299973,MYCA,1,1,1,47310
229,47310,Transects,2024-06-17,0,2,1,1,0,2,0,2024,55.48978,-131.59868,2024-06-17 21:32,2024-06-18 04:03,,2024-06-18T01:42:53,47310,Ketchikan,,,,,,,,,,Alaska,0.271539352,0.313206019,0.174155093,0.090821759,9.985714286,8.6,12.3,92.14285714,85,96,0,2.714285714,70.72649193,Meteostat,,,,,,2119,169,34,,47.06299973,MYEV,1,1,1,47310
287,47310,Transects,2024-06-17,0,2,1,1,0,2,0,2024,55.48978,-131.59868,2024-06-17 21:32,2024-06-18 04:03,,2024-06-18T01:42:53,47310,Ketchikan,,,,,,,,,,Alaska,0.271539352,0.313206019,0.174155093,0.090821759,9.985714286,8.6,12.3,92.14285714,85,96,0,2.714285714,70.72649193,Meteostat,,,,,,2119,169,34,,47.06299973,MYLU,0,0,0,47310
345,47310,Transects,2024-06-17,0,2,1,1,0,2,0,2024,55.48978,-131.59868,2024-06-17 21:32,2024-06-18 04:03,,2024-06-18T01:42:53,47310,Ketchikan,,,,,,,,,,Alaska,0.271539352,0.313206019,0.174155093,0.090821759,9.985714286,8.6,12.3,92.14285714,85,96,0,2.714285714,70.72649193,Meteostat,,,,,,2119,169,34,,47.06299973,MYVO,2,2,2,47310
403,47310,Transects,2024-06-17,0,2,1,1,0,2,0,2024,55.48978,-131.59868,2024-06-17 21:32,2024-06-18 04:03,,2024-06-18T01:42:53,47310,Ketchikan,,,,,,,,,,Alaska,0.271539352,0.313206019,0.174155093,0.090821759,9.985714286,8.6,12.3,92.14285714,85,96,0,2.714285714,70.72649193,Meteostat,,,,,,2119,169,34,,47.06299973,MYYU,0,0,0,47310
56,47310,Transects,2024-06-20,0,4,0,2,4,6,0,2024,55.48978,-131.59868,2024-06-20 21:32,2024-06-21 04:03,,2024-06-21T02:50:35,47310,Ketchikan,,,,,,,,,,Alaska,0.271273148,0.312939815,0.22056713,0.137233796,10.21428571,9.3,12.1,95.14285714,87,98,0,2.869047619,80.03801667,Meteostat,,,,,,2120,172,37,,47.06299973,LACI,0,0,0,47310
114,47310,Transects,2024-06-20,0,4,0,2,4,6,0,2024,55.48978,-131.59868,2024-06-20 21:32,2024-06-21 04:03,,2024-06-21T02:50:35,47310,Ketchikan,,,,,,,,,,Alaska,0.271273148,0.312939815,0.22056713,0.137233796,10.21428571,9.3,12.1,95.14285714,87,98,0,2.869047619,80.03801667,Meteostat,,,,,,2120,172,37,,47.06299973,LANO,4,4,4,47310
172,47310,Transects,2024-06-20,0,4,0,2,4,6,0,2024,55.48978,-131.59868,2024-06-20 21:32,2024-06-21 04:03,,2024-06-21T02:50:35,47310,Ketchikan,,,,,,,,,,Alaska,0.271273148,0.312939815,0.22056713,0.137233796,10.21428571,9.3,12.1,95.14285714,87,98,0,2.869047619,80.03801667,Meteostat,,,,,,2120,172,37,,47.06299973,MYCA,0,0,0,47310
230,47310,Transects,2024-06-20,0,4,0,2,4,6,0,2024,55.48978,-131.59868,2024-06-20 21:32,2024-06-21 04:03,,2024-06-21T02:50:35,47310,Ketchikan,,,,,,,,,,Alaska,0.271273148,0.312939815,0.22056713,0.137233796,10.21428571,9.3,12.1,95.14285714,87,98,0,2.869047619,80.03801667,Meteostat,,,,,,2120,172,37,,47.06299973,MYEV,2,2,2,47310
288,47310,Transects,2024-06-20,0,4,0,2,4,6,0,2024,55.48978,-131.59868,2024-06-20 21:32,2024-06-21 04:03,,2024-06-21T02:50:35,47310,Ketchikan,,,,,,,,,,Alaska,0.271273148,0.312939815,0.22056713,0.137233796,10.21428571,9.3,12.1,95.14285714,87,98,0,2.869047619,80.03801667,Meteostat,,,,,,2120,172,37,,47.06299973,MYLU,4,4,4,47310
346,47310,Transects,2024-06-20,0,4,0,2,4,6,0,2024,55.48978,-131.59868,2024-06-20 21:32,2024-06-21 04:03,,2024-06-21T02:50:35,47310,Ketchikan,,,,,,,,,,Alaska,0.271273148,0.312939815,0.22056713,0.137233796,10.21428571,9.3,12.1,95.14285714,87,98,0,2.869047619,80.03801667,Meteostat,,,,,,2120,172,37,,47.06299973,MYVO,6,6,6,47310
404,47310,Transects,2024-06-20,0,4,0,2,4,6,0,2024,55.48978,-131.59868,2024-06-20 21:32,2024-06-21 04:03,,2024-06-21T02:50:35,47310,Ketchikan,,,,,,,,,,Alaska,0.271273148,0.312939815,0.22056713,0.137233796,10.21428571,9.3,12.1,95.14285714,87,98,0,2.869047619,80.03801667,Meteostat,,,,,,2120,172,37,,47.06299973,MYYU,0,0,0,47310
11,206,Transects,2024-06-25,0,5,0,0,0,0,0,2024,55.87387,-133.21478,2024-06-25 21:42,2024-06-26 04:09,2024-06-26T00:19:02,,206,POW,,,,,,,,,,Alaska,0.268611111,0.310277778,0.159872685,0.025405093,12.78571429,12.2,13.3,89.42857143,80,93,1,0,110.8166404,Meteostat,,,,,,258,177,42,,48.88809967,LACI,0,0,0,206
33,18318,Transects,2024-06-25,0,0,0,0,6,8,0,2024,56.2452,-132.09366,2024-06-25 21:40,2024-06-26 04:01,2024-06-26T00:15:49,,18318,Wrangell,,,,,,,,,,Alaska,0.264652778,0.306319444,0.157013889,0.024305556,13.95714286,13.4,14.6,84.85714286,82,88,0,1,138.4337783,Meteostat,,,,,,860,177,42,,38.09939957,LACI,0,0,0,18318
69,206,Transects,2024-06-25,0,5,0,0,0,0,0,2024,55.87387,-133.21478,2024-06-25 21:42,2024-06-26 04:09,2024-06-26T00:19:02,,206,POW,,,,,,,,,,Alaska,0.268611111,0.310277778,0.159872685,0.025405093,12.78571429,12.2,13.3,89.42857143,80,93,1,0,110.8166404,Meteostat,,,,,,258,177,42,,48.88809967,LANO,5,5,5,206
91,18318,Transects,2024-06-25,0,0,0,0,6,8,0,2024,56.2452,-132.09366,2024-06-25 21:40,2024-06-26 04:01,2024-06-26T00:15:49,,18318,Wrangell,,,,,,,,,,Alaska,0.264652778,0.306319444,0.157013889,0.024305556,13.95714286,13.4,14.6,84.85714286,82,88,0,1,138.4337783,Meteostat,,,,,,860,177,42,,38.09939957,LANO,0,0,0,18318
127,206,Transects,2024-06-25,0,5,0,0,0,0,0,2024,55.87387,-133.21478,2024-06-25 21:42,2024-06-26 04:09,2024-06-26T00:19:02,,206,POW,,,,,,,,,,Alaska,0.268611111,0.310277778,0.159872685,0.025405093,12.78571429,12.2,13.3,89.42857143,80,93,1,0,110.8166404,Meteostat,,,,,,258,177,42,,48.88809967,MYCA,0,0,0,206
149,18318,Transects,2024-06-25,0,0,0,0,6,8,0,2024,56.2452,-132.09366,2024-06-25 21:40,2024-06-26 04:01,2024-06-26T00:15:49,,18318,Wrangell,,,,,,,,,,Alaska,0.264652778,0.306319444,0.157013889,0.024305556,13.95714286,13.4,14.6,84.85714286,82,88,0,1,138.4337783,Meteostat,,,,,,860,177,42,,38.09939957,MYCA,0,0,0,18318
185,206,Transects,2024-06-25,0,5,0,0,0,0,0,2024,55.87387,-133.21478,2024-06-25 21:42,2024-06-26 04:09,2024-06-26T00:19:02,,206,POW,,,,,,,,,,Alaska,0.268611111,0.310277778,0.159872685,0.025405093,12.78571429,12.2,13.3,89.42857143,80,93,1,0,110.8166404,Meteostat,,,,,,258,177,42,,48.88809967,MYEV,0,0,0,206
207,18318,Transects,2024-06-25,0,0,0,0,6,8,0,2024,56.2452,-132.09366,2024-06-25 21:40,2024-06-26 04:01,2024-06-26T00:15:49,,18318,Wrangell,,,,,,,,,,Alaska,0.264652778,0.306319444,0.157013889,0.024305556,13.95714286,13.4,14.6,84.85714286,82,88,0,1,138.4337783,Meteostat,,,,,,860,177,42,,38.09939957,MYEV,0,0,0,18318
243,206,Transects,2024-06-25,0,5,0,0,0,0,0,2024,55.87387,-133.21478,2024-06-25 21:42,2024-06-26 04:09,2024-06-26T00:19:02,,206,POW,,,,,,,,,,Alaska,0.268611111,0.310277778,0.159872685,0.025405093,12.78571429,12.2,13.3,89.42857143,80,93,1,0,110.8166404,Meteostat,,,,,,258,177,42,,48.88809967,MYLU,0,0,0,206
265,18318,Transects,2024-06-25,0,0,0,0,6,8,0,2024,56.2452,-132.09366,2024-06-25 21:40,2024-06-26 04:01,2024-06-26T00:15:49,,18318,Wrangell,,,,,,,,,,Alaska,0.264652778,0.306319444,0.157013889,0.024305556,13.95714286,13.4,14.6,84.85714286,82,88,0,1,138.4337783,Meteostat,,,,,,860,177,42,,38.09939957,MYLU,6,6,6,18318
301,206,Transects,2024-06-25,0,5,0,0,0,0,0,2024,55.87387,-133.21478,2024-06-25 21:42,2024-06-26 04:09,2024-06-26T00:19:02,,206,POW,,,,,,,,,,Alaska,0.268611111,0.310277778,0.159872685,0.025405093,12.78571429,12.2,13.3,89.42857143,80,93,1,0,110.8166404,Meteostat,,,,,,258,177,42,,48.88809967,MYVO,0,0,0,206
323,18318,Transects,2024-06-25,0,0,0,0,6,8,0,2024,56.2452,-132.09366,2024-06-25 21:40,2024-06-26 04:01,2024-06-26T00:15:49,,18318,Wrangell,,,,,,,,,,Alaska,0.264652778,0.306319444,0.157013889,0.024305556,13.95714286,13.4,14.6,84.85714286,82,88,0,1,138.4337783,Meteostat,,,,,,860,177,42,,38.09939957,MYVO,8,8,8,18318
359,206,Transects,2024-06-25,0,5,0,0,0,0,0,2024,55.87387,-133.21478,2024-06-25 21:42,2024-06-26 04:09,2024-06-26T00:19:02,,206,POW,,,,,,,,,,Alaska,0.268611111,0.310277778,0.159872685,0.025405093,12.78571429,12.2,13.3,89.42857143,80,93,1,0,110.8166404,Meteostat,,,,,,258,177,42,,48.88809967,MYYU,0,0,0,206
381,18318,Transects,2024-06-25,0,0,0,0,6,8,0,2024,56.2452,-132.09366,2024-06-25 21:40,2024-06-26 04:01,2024-06-26T00:15:49,,18318,Wrangell,,,,,,,,,,Alaska,0.264652778,0.306319444,0.157013889,0.024305556,13.95714286,13.4,14.6,84.85714286,82,88,0,1,138.4337783,Meteostat,,,,,,860,177,42,,38.09939957,MYYU,0,0,0,18318
22,5006,Transects,2024-06-26,0,0,1,2,10,5,0,2024,56.59215,-132.7485,2024-06-26 21:46,2024-06-27 04:02,2024-06-27T00:26:08,,5006,Petersburg,,,,,,,,,,Alaska,0.261400463,0.30306713,0.150196759,0.02787037,14.6,13,16.4,86,81,91,0,0.5,95.05072738,Meteostat,,,,,,571,178,43,,49.30189896,LACI,0,0,0,5006
80,5006,Transects,2024-06-26,0,0,1,2,10,5,0,2024,56.59215,-132.7485,2024-06-26 21:46,2024-06-27 04:02,2024-06-27T00:26:08,,5006,Petersburg,,,,,,,,,,Alaska,0.261400463,0.30306713,0.150196759,0.02787037,14.6,13,16.4,86,81,91,0,0.5,95.05072738,Meteostat,,,,,,571,178,43,,49.30189896,LANO,0,0,0,5006
138,5006,Transects,2024-06-26,0,0,1,2,10,5,0,2024,56.59215,-132.7485,2024-06-26 21:46,2024-06-27 04:02,2024-06-27T00:26:08,,5006,Petersburg,,,,,,,,,,Alaska,0.261400463,0.30306713,0.150196759,0.02787037,14.6,13,16.4,86,81,91,0,0.5,95.05072738,Meteostat,,,,,,571,178,43,,49.30189896,MYCA,1,1,1,5006
196,5006,Transects,2024-06-26,0,0,1,2,10,5,0,2024,56.59215,-132.7485,2024-06-26 21:46,2024-06-27 04:02,2024-06-27T00:26:08,,5006,Petersburg,,,,,,,,,,Alaska,0.261400463,0.30306713,0.150196759,0.02787037,14.6,13,16.4,86,81,91,0,0.5,95.05072738,Meteostat,,,,,,571,178,43,,49.30189896,MYEV,2,2,2,5006
254,5006,Transects,2024-06-26,0,0,1,2,10,5,0,2024,56.59215,-132.7485,2024-06-26 21:46,2024-06-27 04:02,2024-06-27T00:26:08,,5006,Petersburg,,,,,,,,,,Alaska,0.261400463,0.30306713,0.150196759,0.02787037,14.6,13,16.4,86,81,91,0,0.5,95.05072738,Meteostat,,,,,,571,178,43,,49.30189896,MYLU,10,10,10,5006
312,5006,Transects,2024-06-26,0,0,1,2,10,5,0,2024,56.59215,-132.7485,2024-06-26 21:46,2024-06-27 04:02,2024-06-27T00:26:08,,5006,Petersburg,,,,,,,,,,Alaska,0.261400463,0.30306713,0.150196759,0.02787037,14.6,13,16.4,86,81,91,0,0.5,95.05072738,Meteostat,,,,,,571,178,43,,49.30189896,MYVO,5,5,5,5006
370,5006,Transects,2024-06-26,0,0,1,2,10,5,0,2024,56.59215,-132.7485,2024-06-26 21:46,2024-06-27 04:02,2024-06-27T00:26:08,,5006,Petersburg,,,,,,,,,,Alaska,0.261400463,0.30306713,0.150196759,0.02787037,14.6,13,16.4,86,81,91,0,0.5,95.05072738,Meteostat,,,,,,571,178,43,,49.30189896,MYYU,0,0,0,5006
23,5006,Transects,2024-06-27,0,0,1,1,10,6,0,2024,56.59215,-132.7485,2024-06-27 21:45,2024-06-28 04:03,2024-06-28T00:31:26,,5006,Petersburg,,,,,,,,,,Alaska,0.262060185,0.303726852,0.146990741,0.031736111,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,100.0507274,Meteostat,,,,,,572,179,44,,49.30189896,LACI,0,0,0,5006
34,18318,Transects,2024-06-27,1,0,0,1,5,8,0,2024,56.2452,-132.09366,2024-06-27 21:40,2024-06-28 04:03,2024-06-28T00:28:43,,18318,Wrangell,,,,,,,,,,Alaska,0.265844907,0.307511574,0.148946759,0.033564815,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,148.4337783,Meteostat,,,,,,861,179,44,,38.09939957,LACI,1,1,1,18318
81,5006,Transects,2024-06-27,0,0,1,1,10,6,0,2024,56.59215,-132.7485,2024-06-27 21:45,2024-06-28 04:03,2024-06-28T00:31:26,,5006,Petersburg,,,,,,,,,,Alaska,0.262060185,0.303726852,0.146990741,0.031736111,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,100.0507274,Meteostat,,,,,,572,179,44,,49.30189896,LANO,0,0,0,5006
92,18318,Transects,2024-06-27,1,0,0,1,5,8,0,2024,56.2452,-132.09366,2024-06-27 21:40,2024-06-28 04:03,2024-06-28T00:28:43,,18318,Wrangell,,,,,,,,,,Alaska,0.265844907,0.307511574,0.148946759,0.033564815,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,148.4337783,Meteostat,,,,,,861,179,44,,38.09939957,LANO,0,0,0,18318
139,5006,Transects,2024-06-27,0,0,1,1,10,6,0,2024,56.59215,-132.7485,2024-06-27 21:45,2024-06-28 04:03,2024-06-28T00:31:26,,5006,Petersburg,,,,,,,,,,Alaska,0.262060185,0.303726852,0.146990741,0.031736111,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,100.0507274,Meteostat,,,,,,572,179,44,,49.30189896,MYCA,1,1,1,5006
150,18318,Transects,2024-06-27,1,0,0,1,5,8,0,2024,56.2452,-132.09366,2024-06-27 21:40,2024-06-28 04:03,2024-06-28T00:28:43,,18318,Wrangell,,,,,,,,,,Alaska,0.265844907,0.307511574,0.148946759,0.033564815,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,148.4337783,Meteostat,,,,,,861,179,44,,38.09939957,MYCA,0,0,0,18318
197,5006,Transects,2024-06-27,0,0,1,1,10,6,0,2024,56.59215,-132.7485,2024-06-27 21:45,2024-06-28 04:03,2024-06-28T00:31:26,,5006,Petersburg,,,,,,,,,,Alaska,0.262060185,0.303726852,0.146990741,0.031736111,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,100.0507274,Meteostat,,,,,,572,179,44,,49.30189896,MYEV,1,1,1,5006
208,18318,Transects,2024-06-27,1,0,0,1,5,8,0,2024,56.2452,-132.09366,2024-06-27 21:40,2024-06-28 04:03,2024-06-28T00:28:43,,18318,Wrangell,,,,,,,,,,Alaska,0.265844907,0.307511574,0.148946759,0.033564815,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,148.4337783,Meteostat,,,,,,861,179,44,,38.09939957,MYEV,1,1,1,18318
255,5006,Transects,2024-06-27,0,0,1,1,10,6,0,2024,56.59215,-132.7485,2024-06-27 21:45,2024-06-28 04:03,2024-06-28T00:31:26,,5006,Petersburg,,,,,,,,,,Alaska,0.262060185,0.303726852,0.146990741,0.031736111,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,100.0507274,Meteostat,,,,,,572,179,44,,49.30189896,MYLU,10,10,10,5006
266,18318,Transects,2024-06-27,1,0,0,1,5,8,0,2024,56.2452,-132.09366,2024-06-27 21:40,2024-06-28 04:03,2024-06-28T00:28:43,,18318,Wrangell,,,,,,,,,,Alaska,0.265844907,0.307511574,0.148946759,0.033564815,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,148.4337783,Meteostat,,,,,,861,179,44,,38.09939957,MYLU,5,5,5,18318
313,5006,Transects,2024-06-27,0,0,1,1,10,6,0,2024,56.59215,-132.7485,2024-06-27 21:45,2024-06-28 04:03,2024-06-28T00:31:26,,5006,Petersburg,,,,,,,,,,Alaska,0.262060185,0.303726852,0.146990741,0.031736111,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,100.0507274,Meteostat,,,,,,572,179,44,,49.30189896,MYVO,6,6,6,5006
324,18318,Transects,2024-06-27,1,0,0,1,5,8,0,2024,56.2452,-132.09366,2024-06-27 21:40,2024-06-28 04:03,2024-06-28T00:28:43,,18318,Wrangell,,,,,,,,,,Alaska,0.265844907,0.307511574,0.148946759,0.033564815,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,148.4337783,Meteostat,,,,,,861,179,44,,38.09939957,MYVO,8,8,8,18318
371,5006,Transects,2024-06-27,0,0,1,1,10,6,0,2024,56.59215,-132.7485,2024-06-27 21:45,2024-06-28 04:03,2024-06-28T00:31:26,,5006,Petersburg,,,,,,,,,,Alaska,0.262060185,0.303726852,0.146990741,0.031736111,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,100.0507274,Meteostat,,,,,,572,179,44,,49.30189896,MYYU,0,0,0,5006
382,18318,Transects,2024-06-27,1,0,0,1,5,8,0,2024,56.2452,-132.09366,2024-06-27 21:40,2024-06-28 04:03,2024-06-28T00:28:43,,18318,Wrangell,,,,,,,,,,Alaska,0.265844907,0.307511574,0.148946759,0.033564815,14.58571429,12.9,17.4,84.57142857,76,89,0,1.071428571,148.4337783,Meteostat,,,,,,861,179,44,,38.09939957,MYYU,0,0,0,18318
46,34338,Transects,2024-07-16,0,1,0,0,3,0,0,2024,59.46394,-139.59129,2024-07-16 22:17,2024-07-17 04:32,,2024-07-17T00:09:55,34338,Yakutat,,,,,,,,,,Alaska,0.260289352,0.301956019,0.078125,0,9.3625,8.3,10.6,91.875,80,97,0,0.5625,142.0020051,Meteostat,,,,,,1772,198,63,,25.78700066,LACI,0,0,0,34338
104,34338,Transects,2024-07-16,0,1,0,0,3,0,0,2024,59.46394,-139.59129,2024-07-16 22:17,2024-07-17 04:32,,2024-07-17T00:09:55,34338,Yakutat,,,,,,,,,,Alaska,0.260289352,0.301956019,0.078125,0,9.3625,8.3,10.6,91.875,80,97,0,0.5625,142.0020051,Meteostat,,,,,,1772,198,63,,25.78700066,LANO,1,1,1,34338
162,34338,Transects,2024-07-16,0,1,0,0,3,0,0,2024,59.46394,-139.59129,2024-07-16 22:17,2024-07-17 04:32,,2024-07-17T00:09:55,34338,Yakutat,,,,,,,,,,Alaska,0.260289352,0.301956019,0.078125,0,9.3625,8.3,10.6,91.875,80,97,0,0.5625,142.0020051,Meteostat,,,,,,1772,198,63,,25.78700066,MYCA,0,0,0,34338
220,34338,Transects,2024-07-16,0,1,0,0,3,0,0,2024,59.46394,-139.59129,2024-07-16 22:17,2024-07-17 04:32,,2024-07-17T00:09:55,34338,Yakutat,,,,,,,,,,Alaska,0.260289352,0.301956019,0.078125,0,9.3625,8.3,10.6,91.875,80,97,0,0.5625,142.0020051,Meteostat,,,,,,1772,198,63,,25.78700066,MYEV,0,0,0,34338
278,34338,Transects,2024-07-16,0,1,0,0,3,0,0,2024,59.46394,-139.59129,2024-07-16 22:17,2024-07-17 04:32,,2024-07-17T00:09:55,34338,Yakutat,,,,,,,,,,Alaska,0.260289352,0.301956019,0.078125,0,9.3625,8.3,10.6,91.875,80,97,0,0.5625,142.0020051,Meteostat,,,,,,1772,198,63,,25.78700066,MYLU,3,3,3,34338
336,34338,Transects,2024-07-16,0,1,0,0,3,0,0,2024,59.46394,-139.59129,2024-07-16 22:17,2024-07-17 04:32,,2024-07-17T00:09:55,34338,Yakutat,,,,,,,,,,Alaska,0.260289352,0.301956019,0.078125,0,9.3625,8.3,10.6,91.875,80,97,0,0.5625,142.0020051,Meteostat,,,,,,1772,198,63,,25.78700066,MYVO,0,0,0,34338
394,34338,Transects,2024-07-16,0,1,0,0,3,0,0,2024,59.46394,-139.59129,2024-07-16 22:17,2024-07-17 04:32,,2024-07-17T00:09:55,34338,Yakutat,,,,,,,,,,Alaska,0.260289352,0.301956019,0.078125,0,9.3625,8.3,10.6,91.875,80,97,0,0.5625,142.0020051,Meteostat,,,,,,1772,198,63,,25.78700066,MYYU,0,0,0,34338
47,34338,Transects,2024-07-18,0,0,1,0,8,1,0,2024,59.46394,-139.59129,2024-07-18 22:13,2024-07-19 04:36,,2024-07-19T01:00:46,34338,Yakutat,,,,,,,,,,Alaska,0.265578704,0.30724537,0.115972222,0.032638889,9.2375,7.2,12.2,91.625,80,97,0,0,147.1358803,Meteostat,,,,,,1773,200,65,,25.78700066,LACI,0,0,0,34338
105,34338,Transects,2024-07-18,0,0,1,0,8,1,0,2024,59.46394,-139.59129,2024-07-18 22:13,2024-07-19 04:36,,2024-07-19T01:00:46,34338,Yakutat,,,,,,,,,,Alaska,0.265578704,0.30724537,0.115972222,0.032638889,9.2375,7.2,12.2,91.625,80,97,0,0,147.1358803,Meteostat,,,,,,1773,200,65,,25.78700066,LANO,0,0,0,34338
163,34338,Transects,2024-07-18,0,0,1,0,8,1,0,2024,59.46394,-139.59129,2024-07-18 22:13,2024-07-19 04:36,,2024-07-19T01:00:46,34338,Yakutat,,,,,,,,,,Alaska,0.265578704,0.30724537,0.115972222,0.032638889,9.2375,7.2,12.2,91.625,80,97,0,0,147.1358803,Meteostat,,,,,,1773,200,65,,25.78700066,MYCA,1,1,1,34338
